"","Placement","Player","Country","Points","Deck","tournament","Pokemon1","Pokemon2"
"4828",367,"Skorme","Germany","3","Pikachu ex Raichu","ursiiday1","Pikachu ex","Raichu"
"4829",368,"porksandwich","Canada","3","Articuno ex Greninja","ursiiday1","Articuno ex","Greninja"
"4830",369,"yungmung69","United States","3","Blastoise ex Seadra","ursiiday1","Blastoise ex","Seadra"
"4831",370,"akamarup","Indonesia","3","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4832",371,"godusopp97","Australia","3","Charizard ex Moltres ex","ursiiday1","Charizard ex","Moltres ex"
"4833",372,"hell","Brazil","3","Pikachu ex Electrode","ursiiday1","Pikachu ex","Electrode"
"4834",373,"Lumos86","Italy","3","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4835",374,"deLusional","Unknown","3","Pikachu ex Electrode","ursiiday1","Pikachu ex","Electrode"
"4836",375,"mochkro","Japan","3","Pikachu ex Zapdos ex","ursiiday1","Pikachu ex","Zapdos ex"
"4837",376,"WhiskersRock","United States","3","Arcanine ex Ninetales","ursiiday1","Arcanine ex","Ninetales"
"4838",377,"srl0l69","Spain","3","Articuno ex Starmie ex","ursiiday1","Articuno ex","Starmie ex"
"4839",378,"Titik","Unknown","3","Exeggutor ex Venusaur ex","ursiiday1","Exeggutor ex","Venusaur ex"
"4840",379,"Mia Nilian","Great Britain","3","Pikachu ex Zebstrika","ursiiday1","Pikachu ex","Zebstrika"
"4841",380,"Exxxxsegutor","Unknown","3","Pikachu ex Raichu","ursiiday1","Pikachu ex","Raichu"
"4842",381,"Rvstvcristo","Spain","3","Marowak ex Golbat","ursiiday1","Marowak ex","Golbat"
"4843",382,"PopplioKing","United States","3","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4844",383,"BoredAmI","Australia","3","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4845",384,"ToniTrompeta","Spain","3","Venusaur ex Lilligant","ursiiday1","Venusaur ex","Lilligant"
"4846",385,"BOJUKING","Spain","3","Articuno ex Blastoise ex","ursiiday1","Articuno ex","Blastoise ex"
"4847",386,"Guzii","United States","3","Exeggutor ex Venusaur ex","ursiiday1","Exeggutor ex","Venusaur ex"
"4848",387,"OnlyEmbers","Great Britain","3","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4849",388,"Greninjaboi","United States","3","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4850",389,"Chip Richey","United States","3","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4851",390,"Nothiel","Spain","3","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4852",391,"Darts","United States","3","Mewtwo ex Pidgeot","ursiiday1","Mewtwo ex","Pidgeot"
"4853",392,"OffWhiteJ1","United States","3","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4854",393,"dencoledota","Philippines","3","Alakazam Weezing","ursiiday1","Alakazam","Weezing"
"4855",394,"Astorgames","Mexico","3","Pikachu ex Electrode","ursiiday1","Pikachu ex","Electrode"
"4856",395,"spacepants","Spain","3","Dragonite Tentacruel","ursiiday1","Dragonite","Tentacruel"
"4857",396,"Nujwk","Unknown","3","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4858",397,"ChagasM22","Brazil","3","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4859",398,"antarcticiteboy","Brazil","3","Ninetales Rapidash","ursiiday1","Ninetales","Rapidash"
"4860",399,"Gowthana","Thailand","3","Pikachu ex Raichu","ursiiday1","Pikachu ex","Raichu"
"4861",400,"David Lugo","United States","3","Pikachu ex Raichu","ursiiday1","Pikachu ex","Raichu"
"4862",401,"SynthAura","United States","3","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4863",402,"kaicha","Unknown","3","Exeggutor ex Venusaur ex","ursiiday1","Exeggutor ex","Venusaur ex"
"4864",403,"Endrance","Indonesia","3","Onix Sandslash","ursiiday1","Onix","Sandslash"
"4865",404,"Calango","Brazil","3","Charizard ex Moltres ex","ursiiday1","Charizard ex","Moltres ex"
"4866",405,"Machaka","Spain","3","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4867",406,"ZZZ","Taiwan","3","Pikachu ex Zapdos ex","ursiiday1","Pikachu ex","Zapdos ex"
"4868",407,"evazord","Brazil","3","Starmie ex Greninja","ursiiday1","Starmie ex","Greninja"
"4869",408,"protein bar eater","Unknown","3","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4870",409,"Brakus14","United States","3","Articuno ex Dragonite","ursiiday1","Articuno ex","Dragonite"
"4871",410,"GoliathBlas","Unknown","3","Exeggutor ex Vileplume","ursiiday1","Exeggutor ex","Vileplume"
"4872",411,"GTlv99","Unknown","1","Marowak ex Sandslash","ursiiday1","Marowak ex","Sandslash"
"4873",412,"MysteryType","Unknown","1","Zapdos ex Jolteon","ursiiday1","Zapdos ex","Jolteon"
"4874",413,"Vinicin","Brazil","0","Pikachu ex Electrode","ursiiday1","Pikachu ex","Electrode"
"4875",414,"Faizfahlevii","Unknown","0","Moltres ex Centiskorch","ursiiday1","Moltres ex","Centiskorch"
"4876",415,"Minecraft but I survive in PARKOUR CIVILIZATION","Canada","0","Articuno ex","ursiiday1","Articuno","ex"
"4877",416,"Galaxy99","Italy","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4878",417,"Om3gaVGC","United States","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4879",418,"JeffHoogland","United States","0","Dragonite Greninja","ursiiday1","Dragonite","Greninja"
"4880",419,"Kaywi21","Canada","0","Alakazam Greninja","ursiiday1","Alakazam","Greninja"
"4881",420,"jacknight","Canada","0","Articuno ex","ursiiday1","Articuno","ex"
"4882",421,"RogueKingXI","United States","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4883",422,"Storm206","United States","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4884",423,"saiaisv","Unknown","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4885",424,"Jotapee","Spain","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4886",425,"Gogo","Mexico","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4887",426,"Indigo9898","United States","0","Ninetales Rapidash","ursiiday1","Ninetales","Rapidash"
"4888",427,"devin","Unknown","0","Zapdos ex Jolteon","ursiiday1","Zapdos ex","Jolteon"
"4889",428,"FlyAsAFlygon","United States","0","Articuno ex Bruxish","ursiiday1","Articuno ex","Bruxish"
"4890",429,"Willchyn","Indonesia","0","Pikachu ex Zapdos ex","ursiiday1","Pikachu ex","Zapdos ex"
"4891",430,"BlizzardSn0w","Germany","0","Pikachu ex Raichu","ursiiday1","Pikachu ex","Raichu"
"4892",431,"PBandJOtter","United States","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4893",432,"Frankstah","Germany","0","Exeggutor ex Venusaur ex","ursiiday1","Exeggutor ex","Venusaur ex"
"4894",433,"Marioha","Dominican Republic","0","Marowak ex Marowak","ursiiday1","Marowak ex","Marowak"
"4895",434,"S3bas09","Spain","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4896",435,"yusei5kh","United States","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4897",436,"Gabb","Italy","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4898",437,"Inariyael","Brazil","0","Charizard ex Moltres ex","ursiiday1","Charizard ex","Moltres ex"
"4899",438,"MatteSilver","United States","0","Alakazam Greninja","ursiiday1","Alakazam","Greninja"
"4900",439,"SmallHeat","Taiwan","0","Gengar ex Weezing","ursiiday1","Gengar ex","Weezing"
"4901",440,"SpaceTurtle04","United States","0","Zapdos ex Electrode","ursiiday1","Zapdos ex","Electrode"
"4902",441,"SnazzyRedd","United States","0","Articuno ex Kingler","ursiiday1","Articuno ex","Kingler"
"4903",442,"MysteryMango","United States","0","Charizard ex Moltres ex","ursiiday1","Charizard ex","Moltres ex"
"4904",443,"Duxter","Germany","0","Exeggutor ex Venusaur ex","ursiiday1","Exeggutor ex","Venusaur ex"
"4905",444,"Darffan","Brazil","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4906",445,"GibbyTangArcher","United States","0","Arcanine ex Rapidash","ursiiday1","Arcanine ex","Rapidash"
"4907",446,"Zoruu","United States","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4908",447,"Royy90","Netherlands","0","Exeggutor ex Venusaur ex","ursiiday1","Exeggutor ex","Venusaur ex"
"4909",448,"DrGrindal","Unknown","0","Wigglytuff ex Jolteon","ursiiday1","Wigglytuff ex","Jolteon"
"4910",449,"Andyfraser87","Great Britain","0","Blastoise ex Golduck","ursiiday1","Blastoise ex","Golduck"
"4911",450,"Silent","Germany","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4912",451,"SinKid","Hong Kong","0","Articuno ex Starmie ex","ursiiday1","Articuno ex","Starmie ex"
"4913",452,"farlicious","Mexico","0","Pikachu ex Zebstrika","ursiiday1","Pikachu ex","Zebstrika"
"4914",453,"BrenoP","Brazil","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4915",454,"klmkevinnn","Argentina","0","Articuno ex Starmie ex","ursiiday1","Articuno ex","Starmie ex"
"4916",455,"ruanorg","Brazil","0","Ninetales Rapidash","ursiiday1","Ninetales","Rapidash"
"4917",456,"PakBas","Indonesia","0","Dragonite Tentacruel","ursiiday1","Dragonite","Tentacruel"
"4918",457,"Leonardzo","Unknown","0","Bisharp Pidgeot","ursiiday1","Bisharp","Pidgeot"
"4919",458,"Bahamut","Chile","0","Charizard ex Moltres ex","ursiiday1","Charizard ex","Moltres ex"
"4920",459,"AyasagiReia","Japan","0","Dragonite Weezing","ursiiday1","Dragonite","Weezing"
"4921",460,"kaesus","Unknown","0","Marowak ex Sandslash","ursiiday1","Marowak ex","Sandslash"
"4922",461,"Nerdberg","United States","0","Farfetch'd Weezing","ursiiday1","Farfetch'd","Farfetch'Weezing"
"4923",462,"Dypokeworld","Germany","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4924",463,"Lukeabbs","United States","0","Pikachu ex Zapdos ex","ursiiday1","Pikachu ex","Zapdos ex"
"4925",464,"EchuAlaketu115","Mexico","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4926",465,"Marcos Lima","Brazil","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4927",466,"Day1squad_Logang","United States","0","Wigglytuff ex Cloyster","ursiiday1","Wigglytuff ex","Cloyster"
"4928",467,"Claire","Indonesia","0","Alakazam Greninja","ursiiday1","Alakazam","Greninja"
"4929",468,"Asher Campbell","United States","0","Pikachu ex Zapdos ex","ursiiday1","Pikachu ex","Zapdos ex"
"4930",469,"thelivin","United States","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4931",470,"Lunagrade","United States","0","Gengar ex Gardevoir","ursiiday1","Gengar ex","Gardevoir"
"4932",471,"capo72761","Unknown","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4933",472,"linkim1226","Taiwan","0","Charizard ex Moltres ex","ursiiday1","Charizard ex","Moltres ex"
"4934",473,"Gengar47","United States","0","Articuno ex Starmie ex","ursiiday1","Articuno ex","Starmie ex"
"4935",474,"Blink","Ireland","0","Marowak ex Sandslash","ursiiday1","Marowak ex","Sandslash"
"4936",475,"bzkfoox","Brazil","0","Pikachu ex Electrode","ursiiday1","Pikachu ex","Electrode"
"4937",476,"Kwyang","Malaysia","0","Nidoking Weezing","ursiiday1","Nidoking","Weezing"
"4938",477,"Prohaska25","United States","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4939",478,"haito","Unknown","0","Alakazam Greninja","ursiiday1","Alakazam","Greninja"
"4940",479,"Wojo","Spain","0","Pikachu ex Electrode","ursiiday1","Pikachu ex","Electrode"
"4941",480,"scroomy","Indonesia","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4942",481,"Kanth","India","0","Exeggutor ex Venusaur","ursiiday1","Exeggutor ex","Venusaur"
"4943",482,"Maverickex","Brazil","0","Charizard ex Moltres ex","ursiiday1","Charizard ex","Moltres ex"
"4944",483,"MommyMIlkers","United States","0","Pikachu ex Raichu","ursiiday1","Pikachu ex","Raichu"
"4945",484,"BORY1","Unknown","0","Charizard ex Rapidash","ursiiday1","Charizard ex","Rapidash"
"4946",485,"Leto","Mexico","0","Marowak ex Sandslash","ursiiday1","Marowak ex","Sandslash"
"4947",486,"Acemushroom","Unknown","0","Pikachu ex Zapdos ex","ursiiday1","Pikachu ex","Zapdos ex"
"4948",487,"kittentod","Indonesia","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4949",488,"NexT_Zeru","Brazil","0","Pikachu ex Zapdos ex","ursiiday1","Pikachu ex","Zapdos ex"
"4950",489,"ydfox","Unknown","0","Gardevoir Gengar","ursiiday1","Gardevoir","Gengar"
"4951",490,"cisauk","Indonesia","0","Pikachu ex Electrode","ursiiday1","Pikachu ex","Electrode"
"4952",491,"StorkManker","Unknown","0","Pikachu ex Zebstrika","ursiiday1","Pikachu ex","Zebstrika"
"4953",492,"PkmnTrainerJoey","United States","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4954",493,"Linthil","Brazil","0","Gengar ex Gengar","ursiiday1","Gengar ex","Gengar"
"4955",494,"Kenz","Indonesia","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4956",495,"jvluso","Unknown","0","Machamp ex Farfetch'd","ursiiday1","Machamp ex'd","Farfetch'd"
"4957",496,"CapivaraSama","Brazil","0","Alakazam Weezing","ursiiday1","Alakazam","Weezing"
"4958",497,"Arkxx1","Portugal","0","Pikachu ex Electrode","ursiiday1","Pikachu ex","Electrode"
"4959",498,"Jaxoon | Team Silly Squad","United States","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4960",499,"yunlong","Unknown","0","Ninetales Rapidash","ursiiday1","Ninetales","Rapidash"
"4961",500,"SADITH","Colombia","0","Pikachu ex Electrode","ursiiday1","Pikachu ex","Electrode"
"4962",501,"Manuee92","Spain","0","Dragonite Weezing","ursiiday1","Dragonite","Weezing"
"4963",502,"Charles970327","Taiwan","0","Exeggutor ex Exeggutor","ursiiday1","Exeggutor ex","Exeggutor"
"4964",503,"cutetip","Canada","0","Charizard ex Moltres ex","ursiiday1","Charizard ex","Moltres ex"
"4965",504,"Iori127","Japan","0","Pikachu ex Raichu","ursiiday1","Pikachu ex","Raichu"
"4966",505,"Summey101","United States","0","Mewtwo ex Slowbro","ursiiday1","Mewtwo ex","Slowbro"
"4967",506,"Nara","Spain","0","Pikachu ex Zebstrika","ursiiday1","Pikachu ex","Zebstrika"
"4968",507,"Zkrekeler","Japan","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4969",508,"Aruaicicle","Unknown","0","Exeggutor ex Venusaur ex","ursiiday1","Exeggutor ex","Venusaur ex"
"4970",509,"Saarin","Indonesia","0","Dragonite Farfetch'd","ursiiday1","Dragonite'd","Farfetch'd"
"4971",510,"Lloda","Spain","0","Mewtwo ex Gardevoir","ursiiday1","Mewtwo ex","Gardevoir"
"4972",511,"starfader123","Indonesia","0","Ninetales Rapidash","ursiiday1","Ninetales","Rapidash"
"4973",1,"saitama","Japan","37","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"4974",2,"TiltingShiba","Germany","37","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"4975",3,"EEE","Taiwan","33","Pikachu ex Zebstrika","ursiiday2","Pikachu ex","Zebstrika"
"4976",4,"GoofGG","United States","31","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"4977",5,"franco2796","Argentina","28","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"4978",6,"NinoEx","Panama","28","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"4979",7,"SirMcNugg3t","India","28","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"4980",8,"victorljaco","Brazil","28","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"4981",9,"AnaLystX","Indonesia","28","Pikachu ex Raichu","ursiiday2","Pikachu ex","Raichu"
"4982",10,"vtrPeres","Brazil","27","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"4983",11,"Hayato","Japan","27","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"4984",12,"KaptKerr","United States","27","Ninetales Rapidash","ursiiday2","Ninetales","Rapidash"
"4985",13,"Froo","Unknown","27","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"4986",14,"MaesWins","United States","25","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"4987",15,"pampe","Korea","25","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"4988",16,"KidEX","Germany","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"4989",17,"leomc","Brazil","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"4990",18,"sakura_muhai","Japan","24","Pikachu ex Raichu","ursiiday2","Pikachu ex","Raichu"
"4991",19,"Mout","Unknown","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"4992",20,"Enel","Indonesia","24","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"4993",21,"johnnychiou36","Taiwan","24","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"4994",22,"ItsMik3yTime","United States","24","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"4995",23,"NerdWithASwitch","Norway","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"4996",24,"Numatinale","France","24","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"4997",25,"OhNoimGINGER","Great Britain","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"4998",26,"LeeoCastro","Mexico","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"4999",27,"SKY_SkyWolf93","Ecuador","24","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5000",28,"sike","Japan","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5001",29,"Excelia","Unknown","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5002",30,"ichi_p","Japan","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5003",31,"Zeville","Unknown","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5004",32,"sadgible","Brazil","24","Pikachu ex Electrode","ursiiday2","Pikachu ex","Electrode"
"5005",33,"OnlyEmbers","Great Britain","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5006",34,"RealAsMike","United States","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5007",35,"TwitchTVOdinzadaTV","Brazil","24","Pikachu ex Raichu","ursiiday2","Pikachu ex","Raichu"
"5008",36,"Rami94","Argentina","24","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5009",37,"OffWhiteJ1","United States","24","Pikachu ex Raichu","ursiiday2","Pikachu ex","Raichu"
"5010",38,"Hideout","United States","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5011",39,"Izaya","Indonesia","24","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5012",40,"FlyAsAFlygon","United States","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5013",41,"davidjacha","Spain","24","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5014",42,"beyond","Canada","24","Marowak ex Sandslash","ursiiday2","Marowak ex","Sandslash"
"5015",43,"syareu","Korea","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5016",44,"Trucob ","Turkiye","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5017",45,"InDragon","Korea","24","Marowak ex Sandslash","ursiiday2","Marowak ex","Sandslash"
"5018",46,"Tomlja","Croatia","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5019",47,"crunchy","United States","24","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5020",48,"Brunocarmona","Unknown","22","Pikachu ex Zebstrika","ursiiday2","Pikachu ex","Zebstrika"
"5021",49,"VampRook","Spain","21","Pikachu ex Zebstrika","ursiiday2","Pikachu ex","Zebstrika"
"5022",50,"ShadoHound","Unknown","21","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5023",51,"bzkfoox","Brazil","21","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5024",52,"Bisca","Italy","21","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5025",53,"Initard","Italy","21","Pikachu ex Raichu","ursiiday2","Pikachu ex","Raichu"
"5026",54,"PSukiyama","Brazil","21","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5027",55,"Gqqq","Brazil","21","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5028",56,"comatthew6","United States","21","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5029",57,"Fredran","Brazil","21","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5030",58,"koke_outon","Spain","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5031",59,"Sangrialll","Colombia","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5032",60,"airya","Brazil","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5033",61,"Crushed","Great Britain","21","Pikachu ex Zebstrika","ursiiday2","Pikachu ex","Zebstrika"
"5034",62,"yoppe06","Japan","21","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5035",63,"Just_Samuele","Italy","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5036",64,"LionHunter","Unknown","21","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5037",65,"ThePhil","Germany","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5038",66,"ki_mamama","Unknown","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5039",67,"Pinguim","Brazil","21","Alakazam Weezing","ursiiday2","Alakazam","Weezing"
"5040",68,"alsmt707","Korea","21","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5041",69,"Inazashi","Italy","21","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5042",70,"Jazzz","Thailand","21","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5043",71,"jh0630","Korea","21","Exeggutor ex Victreebel","ursiiday2","Exeggutor ex","Victreebel"
"5044",72,"Poloremplo","France","21","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5045",73,"Kaamix","France","21","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5046",74,"HSimpler","United States","21","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5047",75,"Jano","Portugal","21","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5048",76,"Suhol","Brazil","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5049",77,"Comatosis","Brazil","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5050",78,"Skorme","Germany","21","Pikachu ex Zebstrika","ursiiday2","Pikachu ex","Zebstrika"
"5051",79,"Luiz L","Brazil","21","Articuno ex Starmie ex","ursiiday2","Articuno ex","Starmie ex"
"5052",80,"Sigphale","Indonesia","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5053",81,"olieeeeeeeeev","Japan","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5054",82,"Marc19","Spain","21","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5055",83,"PIPPIKING","Japan","21","Pikachu ex Raichu","ursiiday2","Pikachu ex","Raichu"
"5056",84,"TastySnacks","United States","21","Pikachu ex Raichu","ursiiday2","Pikachu ex","Raichu"
"5057",85,"locowaffl3","Chile","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5058",86,"Jetblackx","United States","21","Arbok Weezing","ursiiday2","Arbok","Weezing"
"5059",87,"Brandon J","United States","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5060",88,"Jzin","Greece","21","Ninetales Rapidash","ursiiday2","Ninetales","Rapidash"
"5061",89,"Shirotori","Germany","21","Moltres ex Ninetales","ursiiday2","Moltres ex","Ninetales"
"5062",90,"u w","Germany","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5063",91,"Iceteailol","Germany","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5064",92,"Ignacio Oyarzún A.","Chile","21","Marowak ex Pidgeot","ursiiday2","Marowak ex","Pidgeot"
"5065",93,"Johnny_Ryall","United States","21","Ninetales Rapidash","ursiiday2","Ninetales","Rapidash"
"5066",94,"Seung Woo Park","Korea","21","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5067",95,"Flavio007","Brazil","21","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5068",96,"Omniceph","United States","21","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5069",97,"Hanamon","Brazil","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5070",98,"Jesus V","Mexico","21","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5071",99,"Kamell","United States","21","Pikachu ex Zapdos ex","ursiiday2","Pikachu ex","Zapdos ex"
"5072",100,"sapilas","Greece","21","Wigglytuff ex Weezing","ursiiday2","Wigglytuff ex","Weezing"
"5073",101,"EimanTan","China","21","Charizard ex Moltres ex","ursiiday2","Charizard ex","Moltres ex"
"5074",102,"pogi","Korea","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
"5075",103," Bifrost","Korea","21","Articuno ex","ursiiday2","Articuno","ex"
"5076",104,"Maikinho","Brazil","21","Mewtwo ex Gardevoir","ursiiday2","Mewtwo ex","Gardevoir"
